"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
161716974,"09/24/2016",2330,23,"UNKNOWN FIREARM","Invest Cont","16200    PLUMMER                      ST","",-118.485,34.2429
161717283,"10/01/2016",120,1,"HAND GUN","Invest Cont","21600    DEVONSHIRE                   ST","",-118.6025,34.2607
161801030,"09/24/2016",1845,18,"SEMI-AUTOMATIC PISTOL","Invest Cont","11000 S  BROADWAY","",-118.2781,33.9356
161721927,"12/31/2016",350,3,"UNKNOWN FIREARM","Invest Cont","19100    BRYANT                       ST","",-118.5492,34.2272
161800500,"01/01/2016",100,1,"UNKNOWN FIREARM","Invest Cont","11000    WILMINGTON                   AV","",-118.239,33.9352
161800524,"01/03/2016",1930,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","1500 E  115TH                        ST","",-118.2487,33.9303
161800684,"04/01/2016",500,5,"HAND GUN","Invest Cont","700 E  108TH                        ST","",-118.263,33.9383
161800852,"06/21/2016",520,5,"HAND GUN","Invest Cont","100 E  120TH                        ST","",-118.2739,33.9237
161800890,"07/08/2016",1545,15,"SHOTGUN","Adult Arrest","600 E  109TH                        PL","",-118.2652,33.9365
161800908,"07/17/2016",1400,14,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1800 E  115TH                        ST","",-118.2413,33.9303
161800952,"08/14/2016",1215,12,"SEMI-AUTOMATIC PISTOL","Adult Arrest","200 W  CENTURY                      BL","",-118.2762,33.9456
161800943,"08/07/2016",1,0,"UNKNOWN FIREARM","Invest Cont","10200 S  GRAND                        AV","",-118.2805,33.9437
161801043,"09/28/2016",1831,18,"HAND GUN","Invest Cont","600 W  127TH                        ST","",-118.2859,33.9184
161801088,"10/14/2016",140,1,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","13700 S  VERMONT                      AV","",-118.2914,33.9074
161801102,"10/21/2016",2040,20,"UNKNOWN FIREARM","Invest Cont","1500 E  96TH                         ST","",-118.248,33.9491
161801111,"10/26/2016",2030,20,"HAND GUN","Invest Cont","200 E  101ST                        ST","",-118.2717,33.9447
161801116,"10/28/2016",145,1,"HAND GUN","Adult Arrest","114TH","IMPERIAL                     HY",-118.276,33.9271
161801153,"11/11/2016",1910,19,"UNKNOWN FIREARM","Invest Cont","103RD                        ST","MAIN                         ST",-118.2739,33.9429
161804761,"01/16/2016",1500,15,"REVOLVER","Adult Arrest","9400    COMPTON                      AV","",-118.2461,33.9516
161805853,"02/05/2016",2005,20,"HAND GUN","Invest Cont","100 E  91ST                         ST","",-118.2739,33.9538
161806174,"02/05/2016",30,0,"UNKNOWN FIREARM","Invest Cont","9500    CLOVIS                       AV","",-118.2565,33.9503
161806529,"02/20/2016",2000,20,"OTHER FIREARM","Invest Cont","11800 S  CENTRAL                      AV","",-118.2543,33.9264
161807025,"03/01/2016",300,3,"HAND GUN","Invest Cont","9800    MAIE                         AV","",-118.2445,33.9474
161807100,"02/27/2016",1200,12,"HAND GUN","Invest Cont","88TH                         PL","AVALON",-118.2651,33.9565
161807214,"03/05/2016",2130,21,"HAND GUN","Invest Cont","900 E  114TH                        ST","",-118.2582,33.9307
161807633,"03/13/2016",1750,17,"UNKNOWN FIREARM","Invest Cont","114TH","EVERS",-118.2472,33.9311
161807772,"03/16/2016",300,3,"HAND GUN","Invest Cont","11000    MCKINLEY                     AV","",-118.2608,33.9357
161807813,"03/16/2016",1943,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","99TH                         PL","GRAPE                        ST",-118.2392,33.9487
161808325,"03/27/2016",245,2,"UNKNOWN FIREARM","Invest Cont","100 E  112TH                        ST","",-118.2739,33.933
161808381,"03/28/2016",1040,10,"HAND GUN","Invest Cont","100 W  110TH                        ST","",-118.2739,33.9357
161808486,"03/30/2016",900,9,"SEMI-AUTOMATIC PISTOL","Invest Cont","600 W  92ND                         ST","",-118.2848,33.9528
161809156,"04/11/2016",2250,22,"HAND GUN","Invest Cont","500 W  99TH                         ST","",-118.2826,33.9465
161809237,"04/13/2016",1110,11,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","AVALON                       BL","116TH                        ST",-118.2652,33.9292
161809349,"04/14/2016",2219,22,"HAND GUN","Invest Cont","1400 E  112TH                        ST","",-118.2502,33.9326
161809372,"04/15/2016",1509,15,"SEMI-AUTOMATIC PISTOL","Invest Cont","GARDENA","AINSWORTH",-118.2902,33.8816
161809616,"04/19/2016",2310,23,"HAND GUN","Adult Arrest","VERMONT","102ND",-118.2916,33.943
161809867,"04/24/2016",1940,19,"SEMI-AUTOMATIC PISTOL","Adult Arrest","9700 S  VERMONT                      AV","",-118.2916,33.9478
161809985,"04/27/2016",100,1,"HAND GUN","Invest Cont","1300 E  110TH                        ST","",-118.252,33.9358
161810059,"04/27/2016",2335,23,"UNKNOWN FIREARM","Invest Cont","1300 E  110TH                        ST","",-118.252,33.9358
161810179,"04/30/2016",1520,15,"UNKNOWN FIREARM","Invest Cont","10500 S  VERMONT                      AV","",-118.2916,33.9407
161810292,"04/02/2016",1200,12,"HAND GUN","Invest Cont","2300    SANTA ANA BL","",-118.2318,33.9351
161811089,"05/16/2016",2305,23,"HAND GUN","Invest Cont","900 E  120TH                        ST","",-118.2597,33.9237
161811581,"05/26/2016",1200,12,"HAND GUN","Invest Cont","100 W  1ST","",-118.2314,33.939
161811899,"05/31/2016",1545,15,"HAND GUN","Invest Cont","800 W  GARDENA                      BL","",-118.2891,33.8817
161811922,"05/31/2016",2320,23,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","800 E  118TH                        DR","",-118.2603,33.9256
161811961,"06/01/2016",10,0,"SEMI-AUTOMATIC PISTOL","Invest Cont","500 W  93RD                         ST","",-118.2827,33.9519
161812451,"06/09/2016",225,2,"HAND GUN","Invest Cont","GRAPE                        ST","CENTURY",-118.2367,33.9457
161812632,"06/11/2016",2315,23,"UNKNOWN FIREARM","Invest Cont","1300 E  114TH                        ST","",-118.2522,33.931
161812704,"06/13/2016",1320,13,"UNKNOWN FIREARM","Invest Cont","10400    LOU DILLON                   AV","",-118.2348,33.9418
161812706,"06/13/2016",1135,11,"UNKNOWN FIREARM","Invest Cont","103RD","HICKORY",-118.2358,33.9431
161812842,"06/15/2016",1405,14,"HAND GUN","Invest Cont","1900 E  105TH                        ST","",-118.239,33.9407
161812853,"06/12/2016",900,9,"HAND GUN","Invest Cont","1300 E  114TH                        ST","",-118.2522,33.931
161813887,"07/04/2016",2215,22,"HAND GUN","Adult Arrest","200 E  99TH                         ST","",-118.2717,33.9465
161813955,"07/04/2016",2200,22,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","100 E  99TH                         ST","",-118.2739,33.9465
161813957,"07/05/2016",2050,20,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","13600 S  VERMONT                      AV","",-118.2914,33.9083
161814036,"06/21/2016",520,5,"HAND GUN","Invest Cont","100 E  120TH                        ST","",-118.2739,33.9237
161814225,"07/10/2016",2300,23,"RIFLE","Invest Cont","103RD                        ST","HICKORY                      ST",-118.2358,33.9431
161814579,"07/17/2016",1954,19,"HAND GUN","Invest Cont","9800    GRAPE                        ST","",-118.2367,33.9476
161814675,"07/18/2016",1400,14,"UNKNOWN FIREARM","Adult Arrest","1500 E  115TH                        ST","",-118.2487,33.9303
161815125,"07/27/2016",2340,23,"SEMI-AUTOMATIC PISTOL","Adult Arrest","1100 E  103RD                        PL","",-118.2565,33.9427
161815570,"08/04/2016",1615,16,"UNKNOWN FIREARM","Invest Cont","104TH                        ST","VERMONT                      AV",-118.2916,33.9423
161815933,"08/11/2016",100,1,"HAND GUN","Invest Cont","11300    PARMELEE                     AV","",-118.2501,33.932
161816051,"08/14/2016",32,0,"SEMI-AUTOMATIC PISTOL","Invest Cont","200 E  112TH                        ST","",-118.2717,33.933
161816351,"08/19/2016",900,9,"UNKNOWN FIREARM","Invest Cont","92ND                         ST","HOOVER                       AV",-118.2869,33.9528
161816394,"08/20/2016",120,1,"HAND GUN","Invest Cont","11500 S  SAN PEDRO                    ST","",-118.2695,33.9297
161816395,"08/20/2016",200,2,"HAND GUN","Invest Cont","11500 S  SAN PEDRO                    ST","",-118.2695,33.9297
161816504,"08/22/2016",1320,13,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","100 W  110TH                        ST","",-118.2739,33.9357
161817554,"09/09/2016",1345,13,"HAND GUN","Invest Cont","IMPERIAL                     HY","WILMINGTON",-118.2391,33.9295
161817904,"09/14/2016",2200,22,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1900 E  105TH                        ST","",-118.239,33.9407
161818085,"09/19/2016",1915,19,"HAND GUN","Invest Cont","200 E  102ND                        ST","",-118.2717,33.9438
161818776,"10/02/2016",130,1,"UNKNOWN FIREARM","Invest Cont","600 W  120TH                        ST","",-118.2871,33.9274
161819234,"10/09/2016",2120,21,"UNKNOWN FIREARM","Invest Cont","111TH                        PL","MCKINLEY                     AV",-118.2608,33.9359
161819583,"10/16/2016",215,2,"SEMI-AUTOMATIC PISTOL","Invest Cont","700 W  101ST                        ST","",-118.2869,33.9446
161820016,"10/23/2016",5,0,"UNKNOWN FIREARM","Invest Cont","100 W  93RD                         ST","",-118.2739,33.9519
161820811,"11/06/2016",5,0,"HAND GUN","Invest Cont","12000    AINSWORTH                    ST","",-118.2901,33.9232
161820840,"11/06/2016",2100,21,"HAND GUN","Invest Cont","1500 E  104TH                        ST","",-118.2483,33.9415
161820925,"11/08/2016",1700,17,"HAND GUN","Invest Cont","9400    MAIE                         AV","",-118.2447,33.9515
161821204,"11/14/2016",440,4,"HAND GUN","Invest Cont","1600 E  CENTURY                      BL","",-118.2462,33.9457
161822067,"11/22/2016",1,0,"HAND GUN","Invest Cont","700    LACONIA                      BL","",-118.287,33.918
161822243,"12/02/2016",2330,23,"HAND GUN","Invest Cont","2200    SANTA ANA                    BL","",-118.2314,33.939
161822273,"12/03/2016",2200,22,"HAND GUN","Invest Cont","200 W  92ND                         ST","",-118.2761,33.9528
161822500,"12/07/2016",2000,20,"UNKNOWN FIREARM","Invest Cont","200 E  118TH                        ST","",-118.2717,33.9265
161822513,"12/08/2016",1200,12,"UNKNOWN FIREARM","Invest Cont","2000 E  101ST                        ST","",-118.2367,33.9449
161822616,"12/09/2016",1555,15,"UNKNOWN FIREARM","Invest Cont","400 E  IMPERIAL                     HY","",-118.2623,33.9345
161823055,"12/17/2016",1650,16,"UNKNOWN FIREARM","Invest Cont","120TH                        ST","CENTRAL                      AV",-118.2543,33.9237
161900529,"01/19/2016",830,8,"UNKNOWN FIREARM","Invest Cont","12600    RALSTON                      AV","",-118.4552,34.2993
161900589,"03/03/2016",400,4,"UNKNOWN FIREARM","Invest Cont","PATRICK                      AV","FILMORE                      ST",-118.4406,34.2592
161900679,"04/10/2016",1250,12,"SHOTGUN","Adult Other","15500    EL CAJON                     ST","",-118.4693,34.3044
161900684,"04/11/2016",2315,23,"UNKNOWN FIREARM","Invest Cont","10600    ARLETA                       AV","",-118.4481,34.2629
161900713,"04/18/2016",2047,20,"UNKNOWN FIREARM","Invest Cont","12800    HARDING                      ST","",-118.4096,34.3097
161900735,"04/28/2016",1200,12,"UNKNOWN FIREARM","Invest Cont","12900    DRONFIELD                    AV","",-118.4333,34.3048
161900787,"05/19/2016",1600,16,"RIFLE","Adult Arrest","SAN FERNANDO                 RD","HUBBARD                      ST",-118.4581,34.2905
161900808,"05/24/2016",2350,23,"HAND GUN","Invest Cont","12700    SAN FERNANDO                 RD","",-118.4598,34.2997
161900971,"08/09/2016",2105,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","11900    YOUNGDALE                    AV","",-118.4566,34.2864
161901031,"09/17/2016",220,2,"HAND GUN","Invest Cont","15400    COBALT                       ST","",-118.4672,34.3095
161901039,"09/22/2016",320,3,"UNKNOWN FIREARM","Invest Cont","9400    ROSLYNDALE                   AV","",-118.4348,34.2406
161901140,"11/27/2016",35,0,"REVOLVER","Adult Arrest","13900    TERRA BELLA                  ST","",-118.4357,34.2457
161904158,"01/05/2016",15,0,"HAND GUN","Invest Cont","8400    TOBIAS                       AV","",-118.4516,34.2232
161904332,"01/08/2016",520,5,"UNKNOWN FIREARM","Invest Cont","14400    PLUMMER                      ST","",-118.4467,34.2427
161906499,"02/16/2016",100,1,"UNKNOWN FIREARM","Invest Cont","14900    BLEEKER                      ST","",-118.4549,34.2922
161907291,"02/27/2016",10,0,"UNKNOWN FIREARM","Invest Cont","13400    BRACKEN                      ST","",-118.4245,34.2338
161907677,"03/06/2016",415,4,"HAND GUN","Invest Cont","13300    DRONFIELD                    AV","",-118.4438,34.3129
161907866,"03/07/2016",2230,22,"UNKNOWN FIREARM","Invest Cont","13000    GLADSTONE                    AV","",-118.423,34.3063
161907872,"03/08/2016",2301,23,"UNKNOWN FIREARM","Invest Cont","8700    CEDROS                       AV","",-118.4536,34.2282
161908405,"03/17/2016",1200,12,"SEMI-AUTOMATIC PISTOL","Invest Cont","8800    KESTER                       AV","",-118.4575,34.23
161908585,"03/20/2016",5,0,"UNKNOWN FIREARM","Invest Cont","8800    CANTERBURY                   AV","",-118.4243,34.2294
161908841,"03/25/2016",630,6,"UNKNOWN FIREARM","Invest Cont","8700    KESTER                       AV","",-118.4575,34.2282
161909528,"04/02/2016",830,8,"UNKNOWN FIREARM","Invest Cont","9000    ORION                        AV","",-118.472,34.2338
161910453,"04/21/2016",2010,20,"UNKNOWN FIREARM","Invest Cont","13000    DRONFIELD                    AV","",-118.439,34.3092
161910861,"05/01/2016",2150,21,"HAND GUN","Invest Cont","13000    GLENOAKS                     BL","",-118.4484,34.3066
161911822,"05/21/2016",430,4,"UNKNOWN FIREARM","Invest Cont","8800    MEMORY PARK                  AV","",-118.4644,34.23
161912531,"05/30/2016",1630,16,"UNKNOWN FIREARM","Invest Cont","9100    BURNET                       AV","",-118.4632,34.2355
161912927,"06/06/2016",2040,20,"UNKNOWN FIREARM","Invest Cont","SEPULVEDA","SUPERIOR",-118.4675,34.2464
161913934,"06/25/2016",2050,20,"HAND GUN","Invest Cont","WILLIS","PARTHENIA                    ST",-118.4553,34.2282
161915665,"07/29/2016",1430,14,"HAND GUN","Adult Arrest","12600    SAN FERNANDO                 RD","",-118.4515,34.2929
161916697,"08/17/2016",100,1,"UNKNOWN FIREARM","Invest Cont","9700    WOODALE                      AV","",-118.4351,34.2473
161917006,"08/22/2016",50,0,"UNKNOWN FIREARM","Invest Cont","8000    CANTALOUPE                   AV","",-118.434,34.2168
161919826,"10/11/2016",320,3,"HAND GUN","Invest Cont","8300    WILLIS                       AV","",-118.4553,34.2215
161920186,"10/17/2016",1040,10,"UNKNOWN FIREARM","Invest Cont","COLUMBUS","PARTHENIA                    ST",-118.4654,34.2283
161920213,"10/17/2016",2110,21,"UNKNOWN FIREARM","Invest Cont","15300    PARTHENIA                    ST","",-118.4633,34.2301
161921115,"11/02/2016",603,6,"UNKNOWN FIREARM","Invest Cont","8900    COLUMBUS                     AV","",-118.4654,34.2319
161921357,"11/06/2016",2005,20,"HAND GUN","Invest Cont","BLEDSOE","TELFAIR",-118.4693,34.3017
161921474,"11/08/2016",2100,21,"HAND GUN","Invest Cont","9000    BURNET                       AV","",-118.4632,34.2337
161921749,"11/14/2016",2030,20,"UNKNOWN FIREARM","Invest Cont","YOUNGDALE","NORA",-118.4587,34.2924
161924318,"12/30/2016",1425,14,"HAND GUN","Invest Cont","14500    ROSCOE                       BL","",-118.4488,34.2216
162006053,"02/11/2016",100,1,"HAND GUN","Invest Cont","WASHINGTON                   BL","WESTMORELAND                 AV",-118.2896,34.04
162008663,"04/06/2016",10,0,"HAND GUN","Invest Cont","VENICE                       BL","MANHATTAN                    PL",-118.3071,34.0418
162010088,"05/03/2016",2330,23,"UNKNOWN FIREARM","Invest Cont","3RD","CATALINA",-118.2954,34.0691
162010276,"05/08/2016",2040,20,"UNKNOWN FIREARM","Invest Cont","1600    MENLO                        AV","",-118.2904,34.0443
162010665,"05/16/2016",1500,15,"SEMI-AUTOMATIC PISTOL","Invest Cont","400 S  CATALINA                     ST","",-118.2954,34.0674
162012561,"01/01/2016",2355,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","1900 S  HOBART                       BL","",-118.3057,34.04
162014342,"07/31/2016",1,0,"HAND GUN","Invest Cont","200 S  OXFORD                       AV","",-118.3079,34.0712
162017580,"10/02/2016",30,0,"HAND GUN","Invest Cont","WESTMORELAND                 AV","1ST                          ST",-118.2879,34.0735
162021821,"12/29/2016",1720,17,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","WESTMORELAND                 AV","WASHINGTON                   BL",-118.2878,34.0385
162100595,"02/12/2016",5,0,"SHOTGUN","Adult Arrest","7000    VASSAR                       AV","",-118.6044,34.1974
162100859,"05/21/2016",2245,22,"UNKNOWN FIREARM","Invest Cont","21000    VANOWEN                      ST","",-118.5906,34.1938
162101386,"12/15/2016",800,8,"RIFLE","Adult Other","6200    NITA                         AV","",-118.6131,34.1829
162101388,"12/16/2016",400,4,"HAND GUN","Adult Other","20500    VALERIO                      ST","",-118.5797,34.2047
162101393,"12/18/2016",735,7,"HAND GUN","Adult Other","CANOGA                       AV","VANOWEN                      ST",-118.5975,34.1938
162104555,"01/13/2016",1200,12,"UNKNOWN FIREARM","Invest Cont","5800    TOPANGA CANYON               BL","",-118.6152,34.1732
162107872,"03/26/2016",1905,19,"HAND GUN","Invest Cont","20500    VENTURA                      BL","",-118.5787,34.1683
162109981,"05/10/2016",2230,22,"UNKNOWN FIREARM","Invest Cont","BERQUIST","VICTORY",-118.6347,34.1864
162110933,"05/30/2016",1615,16,"UNKNOWN FIREARM","Invest Cont","7000    OWENSMOUTH                   AV","",-118.6015,34.1974
162112016,"06/20/2016",1850,18,"UNKNOWN FIREARM","Invest Cont","7600    ATRON                        AV","",-118.6374,34.2086
162114765,"07/20/2016",1,0,"REVOLVER","Adult Other","20600    VANOWEN                      ST","",-118.5823,34.1938
162119812,"11/21/2016",600,6,"UNKNOWN FIREARM","Invest Cont","20200    GILMORE                      ST","",-118.5733,34.1894
162120920,"12/16/2016",1800,18,"UNKNOWN FIREARM","Invest Cont","20200    SATICOY                      ST","",-118.5732,34.2083
162120921,"12/17/2016",200,2,"HAND GUN","Invest Cont","20200    SATICOY                      ST","",-118.5754,34.212
162121023,"12/19/2016",1935,19,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","Invest Cont","FALLBROOK                    AV","VANOWEN                      ST",-118.6234,34.1937
170304062,"12/31/2016",1300,13,"UNKNOWN FIREARM","Invest Cont","2900    12TH                         AV","",-118.3317,34.0295
170504048,"12/31/2016",1900,19,"ANTIQUE FIREARM","Invest Cont","25200    PINE CREEK                   LN","",-118.2845,33.791
170504182,"12/27/2016",700,7,"UNKNOWN FIREARM","Invest Cont","1400    228TH                        ST","",-118.3015,33.819
170800512,"12/31/2016",1,0,"UNKNOWN FIREARM","Invest Cont","11000    ANZIO                        RD","",-118.4627,34.0929
171404024,"12/23/2016",2100,21,"HAND GUN","Invest Cont","5400 W  76TH                         ST","",-118.3742,33.9678
171804002,"12/31/2016",2356,23,"UNKNOWN FIREARM","Invest Cont","IMPERIAL                     HY","GRANDEE                      AV",-118.2435,33.9295
170200603,"02/26/2017",2020,20,"UNKNOWN FIREARM","Invest Cont","1600 W  2ND                          ST","",-118.2638,34.0613
170200660,"03/18/2017",2320,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","900 W  17TH                         ST","",-118.2762,34.0389
170200671,"03/25/2017",350,3,"REVOLVER","Invest Cont","HELIOTROPE","MELROSE",-118.295,34.0836
170200717,"04/23/2017",120,1,"HAND GUN","Invest Cont","BURNS","VIRGIL",-118.2869,34.0877
170204498,"01/10/2017",1415,14,"UNKNOWN FIREARM","Invest Cont","DOUGLAS                      ST","TOLUCA                       ST",-118.2586,34.0616
170204530,"01/11/2017",2005,20,"HAND GUN","Invest Cont","HARTFORD","8TH",-118.2686,34.0501
170205481,"01/31/2017",1500,15,"SEMI-AUTOMATIC PISTOL","Invest Cont","700 S  WESTLAKE                     AV","",-118.2756,34.0559
170207467,"03/11/2017",1800,18,"SHOTGUN","Invest Cont","300 S  CORONADO                     ST","",-118.2811,34.0628
170208829,"04/08/2017",2120,21,"SHOTGUN","Invest Cont","SCOUT                        WY","ROSENELL                     TR",-118.2715,34.0721
170208849,"04/09/2017",1015,10,"SEMI-AUTOMATIC PISTOL","Invest Cont","BIXEL","COURT",-118.257,34.0642
170211442,"05/31/2017",25,0,"","Invest Cont","500 S  RAMPART                      BL","",-118.2805,34.0636
170211549,"06/01/2017",2230,22,"UNKNOWN FIREARM","Invest Cont","1100    VALENCIA                     ST","",-118.2733,34.0469
170212258,"06/14/2017",1700,17,"HAND GUN","Invest Cont","100    DOUGLAS                      ST","",-118.2586,34.0616
170300501,"01/01/2017",1,0,"UNKNOWN FIREARM","Invest Cont","3000    WEST                         BL","",-118.3417,34.0276
170300503,"01/02/2017",1040,10,"UNKNOWN FIREARM","Invest Cont","4100    MC CLUNG                     DR","",-118.3341,34.0101
170300514,"01/07/2017",2140,21,"HAND GUN","Invest Cont","3900    GIBRALTAR                    AV","",-118.3547,34.0161
170300558,"02/05/2017",30,0,"HAND GUN","Invest Cont","4000    LA SALLE                     AV","",-118.3057,34.0109
170300573,"02/23/2017",1915,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","1100 W  VERNON                       AV","",-118.298,34.0073
170300615,"03/12/2017",110,1,"HAND GUN","Invest Cont","W  ADAMS                        BL","RAYMOND                      AV",-118.2975,34.0328
170304039,"01/01/2017",200,2,"UNKNOWN FIREARM","Invest Cont","2900    VIRGINIA                     RD","",-118.3395,34.0295
170304597,"01/10/2017",2325,23,"UNKNOWN FIREARM","Invest Cont","3900    2ND                          AV","",-118.3193,34.0146
170304646,"01/10/2017",1130,11,"UNKNOWN FIREARM","Invest Cont","4700    8TH                          AV","",-118.3258,34.0009
170304704,"01/12/2017",45,0,"HAND GUN","Invest Cont","W  JEFFERSON                    BL","VAN BUREN                    PL",-118.297,34.0255
170305503,"01/25/2017",1930,19,"UNKNOWN FIREARM","Invest Cont","4100    DALTON                       AV","",-118.3034,34.0093
170306443,"02/07/2017",1958,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","5600    SMILEY                       DR","",-118.3658,34.03
170307384,"02/20/2017",2225,22,"SEMI-AUTOMATIC PISTOL","Invest Cont","NORTON                       AV","W  39TH                         ST",-118.3328,34.0146
170308107,"03/03/2017",2230,22,"UNKNOWN FIREARM","Adult Arrest","3900 S  BUDLONG                      AV","",-118.298,34.0145
170308561,"03/11/2017",140,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","HALLDALE                     AV","W  30TH                         ST",-118.3027,34.0273
170310684,"04/02/2017",100,1,"UNKNOWN FIREARM","Invest Cont","4000    MUIRFIELD                    RD","",-118.3457,34.0132
170310774,"04/12/2017",630,6,"SEMI-AUTOMATIC PISTOL","Invest Cont","4600    MARTIN LUTHER KING JR        BL","",-118.3469,34.0183
170314078,"05/31/2017",30,0,"UNKNOWN FIREARM","Invest Cont","3000 W  30TH                         ST","",-118.3282,34.0277
170316400,"07/05/2017",1,0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1100 W  39TH                         PL","",-118.2948,34.0141
170316630,"07/08/2017",2130,21,"HAND GUN","Invest Cont","WALTON                       AV","42ND                         ST",-118.2941,34.0073
170316691,"07/09/2017",900,9,"UNKNOWN FIREARM","Invest Cont","4200    CREED                        AV","",-118.327,34.0088
170400504,"01/01/2017",10,0,"UNKNOWN FIREARM","Invest Cont","4100    RAYNOL                       ST","",-118.1988,34.0839
170400514,"01/02/2017",2035,20,"HAND GUN","Invest Cont","3400    WHITTIER                     BL","",-118.201,34.0278
170400534,"01/08/2017",430,4,"UNKNOWN FIREARM","Invest Cont","EVERGREEN","MARENGO",-118.1949,34.0545
170400563,"01/18/2017",1735,17,"SEMI-AUTOMATIC PISTOL","Adult Other","4100 N  MISSION                      RD","",-118.1947,34.0766
170400603,"02/06/2017",1900,19,"UNKNOWN FIREARM","Invest Cont","1100    ROSALIND                     AV","",-118.2124,34.0263
170400647,"02/22/2017",130,1,"UNKNOWN FIREARM","Invest Cont","300 S  AVENUE 19","",-118.22,34.0702
170400649,"02/22/2017",830,8,"HAND GUN","Invest Cont","2800    WORKMAN                      ST","",-118.2145,34.0793
170400674,"03/01/2017",2120,21,"SEMI-AUTOMATIC PISTOL","Juv Arrest","3500    GARNET                       ST","",-118.2014,34.0221
170400719,"03/17/2017",1750,17,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1ST                          ST","CLARENCE",-118.2241,34.0475
170400751,"04/01/2017",1740,17,"UNKNOWN FIREARM","Invest Cont","500    CORNWELL                     ST","",-118.2078,34.0508
170400786,"04/14/2017",10,0,"SEMI-AUTOMATIC PISTOL","Invest Cont","2600 N  GRIFFIN                      AV","",-118.2118,34.0765
170400819,"04/29/2017",1600,16,"UNKNOWN FIREARM","Invest Cont","1400 S  LORENA                       ST","",-118.2067,34.0186
170400852,"05/13/2017",2130,21,"","Invest Cont","2700    LINCOLN PARK                 AV","",-118.2032,34.0812
170400900,"06/02/2017",1345,13,"HAND GUN","Invest Cont","GRIFFIN","AVENUE 43",-118.2019,34.0953
170400919,"06/17/2017",400,4,"UNKNOWN FIREARM","Invest Cont","2900    MICHIGAN                     AV","",-118.2026,34.0425
170400921,"06/18/2017",150,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","2000    GRIFFIN                      AV","",-118.2116,34.0676
170404881,"01/21/2017",2125,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 W  AVENUE 29","",-118.2146,34.08
170405935,"02/12/2017",1,0,"UNKNOWN FIREARM","Invest Cont","1700    INDUSTRIAL                   WY","",-118.2081,34.015
170406165,"02/20/2017",20,0,"UNKNOWN FIREARM","Invest Cont","3400    LOWELL                       AV","",-118.1624,34.085
170406723,"03/02/2017",2145,21,"UNKNOWN FIREARM","Invest Cont","4600    CATALPA                      ST","",-118.1844,34.0634
170409303,"04/30/2017",400,4,"UNKNOWN FIREARM","Invest Cont","2500    MARENGO                      ST","",-118.2007,34.0544
170410251,"05/20/2017",750,7,"HAND GUN","Adult Arrest","300 N  MATHEWS                      ST","",-118.2075,34.0447
170410331,"05/22/2017",1600,16,"","Invest Cont","4600    HUNTINGTON                   DR","",-118.186,34.0853
170410500,"05/25/2017",1910,19,"OTHER FIREARM","Invest Cont","DUNDAS                       ST","WABASH                       AV",-118.1961,34.0497
170411330,"06/13/2017",2352,23,"UNKNOWN FIREARM","Invest Cont","HUNTINGTON                   DR","LIFUR",-118.167,34.0897
170411331,"06/13/2017",2352,23,"UNKNOWN FIREARM","Invest Cont","HUNTINGTON                   DR","LIFUR",-118.167,34.0897
170411332,"06/13/2017",2352,23,"UNKNOWN FIREARM","Invest Cont","HUNTINGTON                   DR","LIFUR",-118.167,34.0897
170411485,"06/17/2017",2345,23,"","Invest Cont","1400    RICARDO                      ST","",-118.1989,34.0588
170412254,"07/04/2017",2250,22,"","Invest Cont","3000    DARWIN                       AV","",-118.2102,34.0676
170412258,"07/05/2017",1,0,"","Invest Cont","5300    ALHAMBRA                     AV","",-118.1702,34.0754
170412299,"07/04/2017",2000,20,"UNKNOWN FIREARM","Invest Cont","3400 E  3RD                          ST","",-118.1965,34.0349
170412413,"07/06/2017",2200,22,"","Invest Cont","2600    SICHEL                       ST","",-118.2131,34.0765
170500582,"02/12/2017",130,1,"UNKNOWN FIREARM","Invest Cont","500 S  GAFFEY                       ST","",-118.2923,33.7397
