"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
120318643,"08/12/2012",1700,17,"UNKNOWN FIREARM","Adult Other","5000    RODEO                        RD","",-118.3524,34.0215
120318649,"08/13/2012",225,2,"UNKNOWN FIREARM","Invest Cont","4500    ARLINGTON                    AV","",-118.3181,34.0024
120320204,"09/05/2012",20,0,"UNKNOWN FIREARM","Invest Cont","1400 W  25TH                         ST","",-118.2915,34.0337
120320206,"09/04/2012",2125,21,"UNKNOWN FIREARM","Invest Cont","1900 W  22ND                         ST","",-118.3033,34.0364
120320652,"09/12/2012",30,0,"HAND GUN","Adult Arrest","1500 W  24TH                         ST","",-118.2943,34.0346
120320876,"09/14/2012",2050,20,"UNKNOWN FIREARM","Adult Other","3900    NICOLET                      AV","",-118.3507,34.0163
120321299,"09/20/2012",925,9,"HAND GUN","Invest Cont","2700 S  COCHRAN                      AV","",-118.3592,34.0306
120322871,"10/13/2012",2020,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","4100 S  VERMONT                      AV","",-118.2915,34.0091
120323437,"10/22/2012",200,2,"UNKNOWN FIREARM","Invest Cont","2600 S  NORMANDIE                    AV","",-118.3002,34.0327
120325483,"11/23/2012",2040,20,"UNKNOWN FIREARM","Invest Cont","3800    MONTCLAIR                    ST","",-118.326,34.0297
120325932,"12/01/2012",1835,18,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","3700 S  WESTERN                      AV","",-118.3089,34.021
120326182,"11/28/2012",1400,14,"UNKNOWN FIREARM","Invest Cont","1000 W  38TH                         ST","",-118.2915,34.0168
120400589,"02/17/2012",1200,12,"UNKNOWN FIREARM","Invest Cont","100 N  SOTO                         ST","",-118.2098,34.0437
120400656,"03/14/2012",2330,23,"UNKNOWN FIREARM","Invest Cont","3200    WINTER                       ST","",-118.1938,34.0456
120400694,"04/01/2012",330,3,"HAND GUN","Invest Cont","700    CORNWELL                     ST","",-118.2068,34.0523
120400752,"04/29/2012",1,0,"HAND GUN","Invest Cont","FICKETT","FOLSOM",-118.2047,34.0477
120400758,"05/02/2012",215,2,"SEMI-AUTOMATIC PISTOL","Adult Arrest","3200 E  PICO                         BL","",-118.21,34.018
120400874,"06/11/2012",1720,17,"UNKNOWN FIREARM","Invest Cont","2400    BOULDER                      ST","",-118.2061,34.0495
120400896,"06/22/2012",2015,20,"UNKNOWN FIREARM","Invest Cont","2300 E  CESAR E CHAVEZ               AV","",-118.2089,34.0473
120400931,"07/14/2012",2050,20,"UNKNOWN FIREARM","Invest Cont","4500    ESMERALDA                    ST","",-118.1921,34.0814
120400946,"07/21/2012",100,1,"HAND GUN","Invest Cont","GANAHL                       ST","STONE                        ST",-118.1932,34.0509
120400965,"07/23/2012",130,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 S  CLARENCE                     ST","",-118.2241,34.0475
120400988,"08/03/2012",1812,18,"HAND GUN","Invest Cont","VALLEY                       BL","RONDA                        DR",-118.1841,34.0626
120401086,"09/09/2012",2135,21,"UNKNOWN FIREARM","Invest Cont","3100    WARWICK                      AV","",-118.1665,34.081
120401120,"09/22/2012",2355,23,"HAND GUN","Adult Other","100 N  BREED                        ST","",-118.211,34.0443
120401145,"09/30/2012",2220,22,"UNKNOWN FIREARM","Invest Cont","3100    WARWICK                      AV","",-118.1665,34.081
120401180,"10/13/2012",2330,23,"OTHER FIREARM","Invest Cont","4200    ABNER                        ST","",-118.1939,34.0659
120401210,"10/21/2012",330,3,"UNKNOWN FIREARM","Invest Cont","1900    JOHNSTON                     ST","",-118.2102,34.066
120401240,"11/02/2012",2300,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","4200    LOWELL                       AV","",-118.1617,34.093
120401278,"11/21/2012",900,9,"UNKNOWN FIREARM","Invest Cont","2900 N  MAIN                         ST","",-118.2116,34.066
120401279,"11/21/2012",900,9,"UNKNOWN FIREARM","Invest Cont","2900 N  MAIN                         ST","",-118.2116,34.066
120401294,"12/02/2012",200,2,"SHOTGUN","Adult Arrest","4900    HUNTINGTON                   DR","",-118.1768,34.0867
120401302,"12/08/2012",700,7,"UNKNOWN FIREARM","Invest Cont","600    SPENCE                       ST","",-118.1965,34.0298
120401303,"12/09/2012",2230,22,"HAND GUN","Invest Cont","4400    TURQUOISE                    ST","",-118.1923,34.0804
120401313,"12/16/2012",10,0,"HAND GUN","Adult Arrest","3100    WYNWOOD                      LN","",-118.2101,34.0234
120404015,"01/01/2012",1555,15,"SEMI-AUTOMATIC PISTOL","Invest Cont","3RD                          ST","PECAN",-118.2214,34.0453
120404370,"01/09/2012",2000,20,"UNKNOWN FIREARM","Invest Cont","200 N  BREED                        ST","",-118.2101,34.0456
120404480,"01/11/2012",1825,18,"OTHER FIREARM","Invest Cont","3400    PUEBLO                       AV","",-118.1742,34.0848
120404557,"01/12/2012",1845,18,"UNKNOWN FIREARM","Invest Cont","3500    OPAL                         ST","",-118.2019,34.0213
120405713,"02/09/2012",1450,14,"HAND GUN","Invest Cont","3600 N  BROADWAY","",-118.2026,34.0738
120405952,"02/14/2012",1920,19,"HAND GUN","Invest Cont","300 N  SAN FERNANDO                 RD","",-118.2227,34.0768
120406123,"02/19/2012",500,5,"HAND GUN","Invest Cont","4100    STILLWELL                    AV","",-118.1629,34.0923
120406263,"02/22/2012",1830,18,"UNKNOWN FIREARM","Invest Cont","ALBION                       ST","AVENUE 18",-118.2212,34.0697
120407177,"03/14/2012",2140,21,"UNKNOWN FIREARM","Invest Cont","ALMONT","STILLWELL",-118.1624,34.0938
120407437,"03/20/2012",2250,22,"UNKNOWN FIREARM","Invest Cont","100 S  PECAN                        ST","",-118.2217,34.0474
120407623,"03/25/2012",2140,21,"UNKNOWN FIREARM","Invest Cont","3100    WARWICK                      AV","",-118.1665,34.081
120407631,"03/25/2012",1710,17,"UNKNOWN FIREARM","Invest Cont","1800 E  5TH                          ST","",-118.2196,34.0415
120408040,"04/04/2012",1800,18,"REVOLVER","Invest Cont","2200    PASADENA                     AV","",-118.2188,34.0752
120408303,"04/11/2012",1805,18,"HAND GUN","Invest Cont","400 E  AVENUE 28","",-118.2052,34.0835
120408746,"04/13/2012",320,3,"UNKNOWN FIREARM","Invest Cont","1500    PLEASANT                     AV","",-118.2216,34.0497
120408779,"04/22/2012",2230,22,"RIFLE","Invest Cont","400 E  AVENUE 28","",-118.2052,34.0835
120409020,"04/28/2012",1920,19,"UNKNOWN FIREARM","Invest Cont","1900    PENNSYLVANIA                 AV","",-118.2168,34.0475
120409096,"04/30/2012",2010,20,"UNKNOWN FIREARM","Invest Cont","3200    WINTER                       ST","",-118.1938,34.0456
120409423,"05/08/2012",1830,18,"UNKNOWN FIREARM","Invest Cont","2700    NEW JERSEY                   ST","",-118.2046,34.0444
120410369,"05/29/2012",1900,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","400 E  AVENUE 28","",-118.2052,34.0835
120412444,"07/21/2012",2120,21,"UNKNOWN FIREARM","Invest Cont","2500    LINCOLN PARK                 AV","",-118.2028,34.0759
120412655,"07/26/2012",1610,16,"HAND GUN","Invest Cont","3000    WABASH                       AV","",-118.1964,34.0498
120412969,"08/05/2012",945,9,"UNKNOWN FIREARM","Invest Cont","2700    WINTER                       ST","",-118.2016,34.0491
120412993,"08/05/2012",1900,19,"UNKNOWN FIREARM","Invest Cont","4300    HUNTINGTON DR","",-118.1925,34.0793
120413219,"08/11/2012",140,1,"UNKNOWN FIREARM","Invest Cont","1900    ALBION                       ST","",-118.22,34.0702
120413224,"08/11/2012",130,1,"UNKNOWN FIREARM","Invest Cont","ALBION                       ST","AVENUE 19",-118.22,34.0702
120413238,"08/11/2012",35,0,"OTHER FIREARM","Invest Cont","AVENUE 19","MOZART                       ST",-118.2195,34.0686
120413595,"08/21/2012",1700,17,"HAND GUN","Invest Cont","3000    SIERRA                       ST","",-118.2017,34.0805
120413770,"08/25/2012",1115,11,"UNKNOWN FIREARM","Invest Cont","2200    LINCOLN PARK                 AV","",-118.2025,34.0704
120414005,"08/31/2012",1620,16,"HAND GUN","Invest Cont","2400    ENDICOTT                     ST","",-118.1711,34.0747
120414094,"09/02/2012",100,1,"UNKNOWN FIREARM","Invest Cont","1900    SICHEL                       ST","",-118.2129,34.066
120414105,"09/03/2012",520,5,"UNKNOWN FIREARM","Invest Cont","2100    KEITH                        ST","",-118.2013,34.0692
120414107,"09/02/2012",2140,21,"UNKNOWN FIREARM","Invest Cont","3400    MANITOU                      AV","",-118.2052,34.072
120414284,"09/08/2012",130,1,"UNKNOWN FIREARM","Invest Cont","4900    AXTELL                       ST","",-118.1759,34.0852
120414307,"09/08/2012",2020,20,"UNKNOWN FIREARM","Invest Cont","5000    OSULLIVAN                    DR","",-118.1743,34.0673
120414559,"09/15/2012",1,0,"UNKNOWN FIREARM","Invest Cont","2300    HIGHBURY                     AV","",-118.1624,34.072
120415221,"09/30/2012",215,2,"UNKNOWN FIREARM","Invest Cont","4800    KLAMATH                      PL","",-118.1802,34.075
120415433,"10/07/2012",150,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","VALLEY","BOCA",-118.1841,34.0626
120415434,"10/07/2012",145,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","VALLEY","BOCA",-118.1841,34.0626
120415435,"10/07/2012",145,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","VALLEY","BOCA",-118.1841,34.0626
120415484,"10/07/2012",1935,19,"HAND GUN","Invest Cont","HUNTINGTON D","FERNTOP                      PL",-118.1848,34.0802
120415697,"10/12/2012",1145,11,"UNKNOWN FIREARM","Invest Cont","5000    BORLAND                      RD","",-118.1744,34.0689
120418000,"12/09/2012",2230,22,"HAND GUN","Invest Cont","4400    TURQUOISE                    ST","",-118.1923,34.0804
120418001,"12/09/2012",2230,22,"HAND GUN","Invest Cont","4400    TURQUOISE                    ST","",-118.1923,34.0804
120418002,"12/09/2012",2230,22,"HAND GUN","Invest Cont","4400    TURQUOISE                    ST","",-118.1923,34.0804
120418078,"12/09/2012",1900,19,"UNKNOWN FIREARM","Invest Cont","3900    BARRETT                      RD","",-118.1695,34.0899
120500539,"01/13/2012",1500,15,"RIFLE","Invest Cont","WATSON","OPP",-118.2476,33.7837
120500691,"03/10/2012",300,3,"UNKNOWN FIREARM","Invest Cont","21700 S  WESTERN                      AV","",-118.3091,33.8315
120500694,"03/10/2012",2200,22,"UNKNOWN FIREARM","Invest Cont","26300    SENATOR                      AV","",-118.303,33.7837
120500719,"03/25/2012",530,5,"UNKNOWN FIREARM","Invest Cont","1200 E  O                            ST","",-118.2492,33.7925
120500720,"03/24/2012",2000,20,"UNKNOWN FIREARM","Invest Cont","800 N  FRIES                        AV","",-118.2648,33.7799
120500827,"04/25/2012",2100,21,"UNKNOWN FIREARM","Invest Cont","1400 W  DOLORES                      ST","",-118.2802,33.7932
120500932,"05/21/2012",1520,15,"UNKNOWN FIREARM","Invest Cont","2000 S  PACIFIC                      AV","",-118.288,33.7261
120500989,"06/10/2012",1022,10,"HAND GUN","Adult Other","300 W  SEPULVEDA                    ST","",-118.2835,33.7451
120501068,"07/07/2012",1932,19,"HAND GUN","Invest Cont","I                            ST","GULF                         AV",-118.2736,33.7808
120501113,"07/20/2012",530,5,"UNKNOWN FIREARM","Invest Cont","700    AVERILL                      AV","",-118.3077,33.7379
120501182,"08/02/2012",1835,18,"SEMI-AUTOMATIC PISTOL","Invest Cont","400 W  17TH                         ST","",-118.2858,33.7288
120501204,"08/09/2012",1725,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","15TH                         ST","MESA                         ST",-118.2857,33.7306
120501218,"08/15/2012",2230,22,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","Invest Cont","200 W  12TH                         ST","",-118.2814,33.7333
120501250,"08/25/2012",5,0,"UNKNOWN FIREARM","Adult Arrest","1100    EUBANK                       AV","",-118.2553,33.7851
120501259,"08/26/2012",30,0,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","500    MAR VISTA                    AV","",-118.2777,33.7748
120501342,"10/02/2012",2001,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","L","BAYVIEW",-118.2704,33.7867
120501433,"10/28/2012",315,3,"HAND GUN","Adult Arrest","18300 S  FIGUEROA                     ST","",-118.2815,33.864
120501481,"11/11/2012",2110,21,"UNKNOWN FIREARM","Adult Arrest","WESTERN                      AV","219TH                        ST",-118.309,33.8291
120501580,"12/14/2012",2100,21,"UNKNOWN FIREARM","Adult Arrest","1700 W  259TH                        ST","",-118.3076,33.7882
120501581,"12/15/2012",1725,17,"UNKNOWN FIREARM","Invest Cont","100 N  BANDINI                      ST","",-118.2989,33.7496
120501617,"12/25/2012",235,2,"REVOLVER","Invest Cont","300 W  12TH                         ST","",-118.2836,33.7333
120504690,"01/13/2012",2100,21,"UNKNOWN FIREARM","Invest Cont","700 W  D                            ST","",-118.2704,33.7737
120504729,"01/13/2012",1700,17,"UNKNOWN FIREARM","Invest Cont","700 W  E                            ST","",-118.2699,33.7752
120504751,"01/14/2012",418,4,"HAND GUN","Invest Cont","500    BAYVIEW                      AV","",-118.2699,33.7752
120505153,"01/22/2012",120,1,"UNKNOWN FIREARM","Invest Cont","1700    BANNING                      BL","",-118.2599,33.7977
120505225,"01/22/2012",2140,21,"UNKNOWN FIREARM","Invest Cont","GULF                         AV","G                            ST",-118.2728,33.778
120505256,"01/23/2012",1320,13,"UNKNOWN FIREARM","Invest Cont","F","WILMINGTON",-118.2739,33.7765
120505277,"01/23/2012",1800,18,"UNKNOWN FIREARM","Invest Cont","300    ISLAND                       AV","",-118.2658,33.7725
120505583,"01/26/2012",1200,12,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","218TH                        ST","WESTERN                      AV",-118.309,33.8303
120505652,"01/30/2012",2203,22,"UNKNOWN FIREARM","Invest Cont","MARINE                       AV","ANAHEIM                      ST",-118.2637,33.7799
120505838,"02/03/2012",120,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","200 W  12TH                         ST","",-118.2814,33.7333
120505959,"02/05/2012",415,4,"SEMI-AUTOMATIC PISTOL","Invest Cont","600 W  OFARRELL                     ST","",-118.2901,33.746
120507366,"03/03/2012",1950,19,"SHOTGUN","Invest Cont","1400 W  225TH                        ST","",-118.3015,33.8223
120507669,"03/10/2012",2225,22,"HAND GUN","Invest Cont","1500 W  ANAHEIM                      ST","",-118.302,33.7845
120507888,"03/15/2012",40,0,"UNKNOWN FIREARM","Invest Cont","F","HAWAIIAN",-118.2765,33.7763
120509142,"04/08/2012",1815,18,"HAND GUN","Invest Cont","1000    WILMINGTON                   BL","",-118.2744,33.7823
120509218,"04/09/2012",1920,19,"HAND GUN","Invest Cont","700    WILMINGTON                   BL","",-118.274,33.7779
120509583,"04/17/2012",1530,15,"HAND GUN","Invest Cont","400 W  17TH                         ST","",-118.2858,33.7288
120509812,"04/21/2012",2340,23,"UNKNOWN FIREARM","Invest Cont","500 W  1ST                          ST","",-118.2879,33.7433
120510106,"04/28/2012",500,5,"UNKNOWN FIREARM","Invest Cont","1000    BAYVIEW                      AV","",-118.2701,33.7825
120510121,"04/28/2012",530,5,"UNKNOWN FIREARM","Invest Cont","FRIES                        AV","ROSS                         PL",-118.265,33.7818
120510198,"04/27/2012",500,5,"UNKNOWN FIREARM","Invest Cont","200 E  OPP                          ST","",-118.261,33.783
120510731,"05/10/2012",1715,17,"HAND GUN","Invest Cont","COIL","BLINN",-118.2446,33.7903
120510759,"05/10/2012",2235,22,"HAND GUN","Invest Cont","MARIGOLD","253RD",-118.296,33.7947
120510807,"05/13/2012",115,1,"UNKNOWN FIREARM","Invest Cont","1000    KING                         AV","",-118.2757,33.7822
120511513,"05/26/2012",750,7,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","Invest Cont","1100    EMERY                        PL","",-118.2513,33.7853
120511608,"05/27/2012",2300,23,"UNKNOWN FIREARM","Invest Cont","1500 E  CRUCES                       ST","",-118.2456,33.7935
120511758,"05/31/2012",1400,14,"UNKNOWN FIREARM","Invest Cont","CARSON","TORRANCE",-118.3042,33.831
120511896,"06/03/2012",2200,22,"UNKNOWN FIREARM","Invest Cont","221ST                        ST","DENKER",-118.3038,33.8268
120512190,"06/09/2012",2030,20,"HAND GUN","Invest Cont","200 N  GRAND                        AV","",-118.2901,33.7442
120512488,"06/16/2012",2230,22,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1000 E  SANDISON                     ST","",-118.2512,33.7941
120513114,"06/28/2012",700,7,"UNKNOWN FIREARM","Invest Cont","1100    ALTON                        ST","",-118.2753,33.7771
120513318,"07/05/2012",150,1,"UNKNOWN FIREARM","Invest Cont","1000    PIONEER                      AV","",-118.2486,33.7836
120514086,"07/21/2012",300,3,"UNKNOWN FIREARM","Invest Cont","1500 E  ROBIDOUX                     ST","",-118.2452,33.7882
120514105,"07/22/2012",2350,23,"UNKNOWN FIREARM","Invest Cont","800 W  6TH                          ST","",-118.2945,33.7388
120514212,"07/24/2012",2240,22,"HAND GUN","Invest Cont","1500 W  204TH                        ST","",-118.304,33.8449
120514325,"07/28/2012",1935,19,"HAND GUN","Invest Cont","23RD                         ST","MEYLER                       ST",-118.2968,33.7234
120514332,"07/28/2012",2340,23,"UNKNOWN FIREARM","Invest Cont","200 E  ANAHEIM                      ST","",-118.2611,33.7801
120514648,"08/05/2012",110,1,"UNKNOWN FIREARM","Invest Cont","1500    PLAZA DEL AMO","",-118.3037,33.8214
120515105,"08/15/2012",2300,23,"HAND GUN","Invest Cont","1200 E  PACIFIC COAST                HY","",-118.2487,33.7909
120515191,"08/17/2012",1550,15,"HAND GUN","Invest Cont","1100 W  ANAHEIM                      ST","",-118.2956,33.781
120515307,"08/19/2012",2030,20,"UNKNOWN FIREARM","Invest Cont","1200 W  8TH                          ST","",-118.3034,33.737
120515429,"08/22/2012",1900,19,"UNKNOWN FIREARM","Invest Cont","L","SANFORD",-118.2507,33.7874
120515508,"08/25/2012",50,0,"SEMI-AUTOMATIC PISTOL","Adult Arrest","1000    LECOUVREUR                   AV","",-118.2562,33.7831
120515517,"08/24/2012",2300,23,"UNKNOWN FIREARM","Adult Arrest","1000    LECOUVREUR                   AV","",-118.2562,33.7831
120516453,"09/15/2012",110,1,"HAND GUN","Invest Cont","1500 E  CRUCES                       ST","",-118.2456,33.7935
120516454,"09/15/2012",110,1,"HAND GUN","Invest Cont","1600 E  CRUCES                       ST","",-118.2437,33.7936
120516570,"09/17/2012",1211,12,"HAND GUN","Invest Cont","1500 W  ANAHEIM                      ST","",-118.302,33.7845
120516913,"09/24/2012",2139,21,"HAND GUN","Invest Cont","16TH                         ST","MESA                         ST",-118.2857,33.7297
120516991,"09/26/2012",1920,19,"UNKNOWN FIREARM","Invest Cont","900    GULF                         AV","",-118.273,33.7808
120517084,"09/28/2012",550,5,"UNKNOWN FIREARM","Invest Cont","DENNI","DOMINGUEZ",-118.252,33.7852
120517329,"10/04/2012",140,1,"SHOTGUN","Invest Cont","200 W  14TH                         ST","",-118.2814,33.7315
120517830,"10/15/2012",135,1,"SHOTGUN","Invest Cont","1500    226TH                        ST","",-118.3051,33.8213
120518310,"10/26/2012",2035,20,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1500    213TH                        ST","",-118.3039,33.8355
120518979,"11/10/2012",150,1,"UNKNOWN FIREARM","Invest Cont","25TH                         ST","MERMAID                      DR",-118.3242,33.727
